Gene_Name	Best_Theta	Group	CHROM	START	STOP	STRAND	SIGVAL	Best_Theta_0	Loss_Diff_0	Category_0	Best_Theta_30	Loss_Diff_30	Category_30	Best_Theta_60	Loss_Diff_60	Category_60	Best_Theta_120	Loss_Diff_120	Category_120
YBL038W	NA	Bad	chrII	146186	146885	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBL039C	NA	Bad	chrII	143988	145728	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL039C-A	NA	Bad	chrII	144947	145031	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL039W-B	NA	Bad	chrII	143392	143572	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBL040C	NA	Bad	chrII	142111	142868	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YBL041W	537	Bad	chrII	141246	141972	+	1	NA	NA	bad_match	NA	NA	bad_match	537	0.08216168	Low	NA	NA	bad_match
YBL042C	183	Low	chrII	138340	140260	-	1	NA	NA	bad_match	183	0.1895167	Low	596	0.1774179	Low	1082	0.1519067	Low
YBL043W	502	Low	chrII	136687	137461	+	1	NA	NA	reads<=5 	502	0.77882	Low	626	0.1370855	Low	483	0.6803585	Low
YBL044W	NA	Bad	chrII	135997	136366	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YBL045C	176	Low	chrII	134142	135516	-	1	NA	NA	bad_match	151	0	Low	176	0.2187071	Low	306	0.01358375	Low
YBL046W	561	Low	chrII	132423	133749	+	1	NA	NA	bad_match	151	0.1072365	Low	151	0.1856897	Low	561	0.5673152	Low
YBL047C	1078	Low	chrII	127894	132040	-	1	NA	NA	bad_match	151	0.2414061	Low	471	0.1896793	Low	1078	0.5977177	Low
YBL048W	NA	Bad	chrII	127298	127610	+	1	NA	NA	reads<=5 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBL049W	NA	Bad	chrII	126827	127244	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBL050W	NA	Bad	chrII	125124	126119	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YBL051C	235	Low	chrII	122752	124759	-	1	NA	NA	bad_match	1804	0.0200355	Low	235	0.2135865	Low	715	0.09882199	Low
YBL052C	NA	Bad	chrII	119378	121874	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL053W	NA	Bad	chrII	119334	119709	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL054W	1227	Medium	chrII	117588	119166	+	1	1348	0.265498	Low	1208	1.221644	Low	1227	2.61308	Medium	995	2.426203	Medium
YBL055C	200	Low	chrII	115572	116829	-	1	NA	NA	bad_match	1046	0.6017008	Low	250	0.7128302	Low	200	0.8373693	Low
YBL056W	371	Bad	chrII	113761	115168	+	1	NA	NA	bad_match	NA	NA	bad_match	151	0.8921417	Low	371	1.809555	Low
YBL057C	NA	Bad	chrII	112800	113427	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBL058W	944	Low	chrII	111436	112708	+	1	NA	NA	bad_match	974	0.4053492	Low	944	0.9445296	Low	432	0.4188284	Low
YBL059C-A	NA	Bad	chrII	110124	110539	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YBL059W	NA	Bad	chrII	110593	111244	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YBL060W	1503	Medium	chrII	107931	109995	+	1	NA	NA	Singular	1503	1.833328	Low	1503	2.22943	Medium	1730	0.6801208	Low
YBL061C	NA	Bad	chrII	105315	107406	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL062W	NA	Bad	chrII	105307	105688	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL063W	2310	Low	chrII	101885	105221	+	1	NA	NA	bad_match	2099	0.5123056	Low	836	0.7064204	Low	2310	1.000505	Low
YBL064C	597	Low	chrII	100370	101156	-	1	NA	NA	bad_match	597	1.7059	Low	151	0	Low	151	0	Low
YBL065W	NA	Bad	chrII	99962	100307	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL066C	NA	Bad	chrII	96668	100115	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL067C	895	Low	chrII	93638	95882	-	1	NA	NA	bad_match	409	1.05013	Low	895	1.959267	Low	1253	1.810173	Low
YBL068W	403	Low	chrII	92413	93394	+	1	NA	NA	bad_match	403	0.1675894	Low	151	0	Low	151	0	Low
YBL068W-A	NA	Bad	chrII	91793	92030	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL069W	NA	Bad	chrII	90740	92030	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL070C	NA	Bad	chrII	90604	90925	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL071C	NA	Bad	chrII	90222	90531	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL071C-B	NA	Bad	chrII	89457	89556	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YBL071W-A	NA	Bad	chrII	89977	90226	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL072C	NA	Bad	chrII	88522	89125	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YBL073W	NA	Bad	chrII	87645	87957	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL074C	NA	Bad	chrII	86721	87789	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL075C	726	Low	chrII	84498	86448	-	1	NA	NA	bad_match	1391	0.0711374	Low	726	0.4598536	Low	1419	0.1272331	Low
YBL076C	NA	Bad	chrII	81042	84261	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL077W	NA	Bad	chrII	80896	81328	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL078C	NA	Bad	chrII	80377	80731	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBL079W	1484	Low	chrII	75258	79767	+	1	NA	NA	bad_match	448	0.03717206	Low	1484	0.5624059	Low	3376	0.2112977	Low
YBL080C	1382	Low	chrII	73069	74695	-	1	973	0.661856	Low	1382	1.004622	Low	711	0.325779	Low	1382	0.51047	Low
YBL081W	864	Low	chrII	71865	72972	+	1	913	0.08651264	Low	782	0.00712056	Low	864	0.9810071	Low	848	0.09619728	Low
YBL082C	NA	Bad	chrII	69750	71127	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL083C	NA	Bad	chrII	69712	70138	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL084C	2084	Low	chrII	67168	69445	-	1	NA	NA	bad_match	1954	0.1216299	Low	2084	0.5955751	Low	251	0.1606229	Low
YBL085W	2711	High	chrII	63875	66818	+	1	NA	NA	bad_match	2692	2.42012	Medium	2707	4.220952	High	2711	4.422402	High
YBL086C	877	Low	chrII	61201	62602	-	1	NA	NA	bad_match	657	0.1480551	Low	151	0.2270212	Low	877	0.3325589	Low
YBL087C	NA	Bad	chrII	59821	60739	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YBL088C	5138	Medium	chrII	51018	59382	-	1	NA	NA	bad_match	5138	3.635877	Medium	5035	2.617538	Medium	5288	3.094127	Medium
YBL089W	151	Low	chrII	49573	50953	+	1	1204	0.0008143509	Low	151	0.03523372	Low	151	0.011864	Low	151	0	Low
YBL090W	NA	Bad	chrII	48824	49358	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBL091C	429	Low	chrII	47362	48628	-	1	NA	NA	bad_match	341	0.8983401	Low	429	1.044268	Low	162	0.2723429	Low
YBL091C-A	NA	Bad	chrII	46564	47180	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YBL092W	NA	Bad	chrII	45977	46370	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YBL093C	NA	Bad	chrII	44255	44918	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBL094C	NA	Bad	chrII	43764	44097	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL095W	NA	Bad	chrII	43276	44089	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL096C	NA	Bad	chrII	43173	43482	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL097W	1713	Low	chrII	40830	43095	+	1	1797	1.280749	Low	1586	0.5866395	Low	1783	0.5771079	Low	1713	1.114572	Low
YBL098W	369	Low	chrII	39144	40527	+	1	NA	NA	bad_match	151	0	Low	369	0.008266755	Low	151	0	Low
YBL099W	NA	Bad	chrII	37052	38690	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL100C	NA	Bad	chrII	36988	37303	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL100W-A	NA	Bad	chrII	29934	31251	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL100W-B	NA	Bad	chrII	29934	35248	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL100W-C	NA	Bad	chrII	28426	28546	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YBL101C	1701	Low	chrII	24945	28299	-	1	NA	NA	bad_match	1114	0.2937468	Low	1701	0.4347887	Low	742	0.115667	Low
YBL102W	NA	Bad	chrII	24097	24745	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBL103C	426	Low	chrII	22075	23536	-	1	NA	NA	bad_match	426	0.3130763	Low	1097	0.05343779	Low	858	0.2550925	Low
YBL104C	151	Low	chrII	18176	21293	-	1	NA	NA	bad_match	278	0.07675814	Low	2111	0.1355007	Low	151	0.2040714	Low
YBL105C	372	Low	chrII	14240	17696	-	1	NA	NA	bad_match	372	0.3920955	Low	547	0.3237522	Low	3159	0.1735305	Low
YBL106C	1641	Low	chrII	10846	13879	-	1	2527	0.5808965	Low	1391	0.9709931	Low	1641	1.452788	Low	1131	1.308927	Low
YBL107C	NA	Bad	chrII	9960	10551	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBL107W-A	NA	Bad	chrII	9267	9372	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YBL108C-A	NA	Bad	chrII	7604	7733	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YBL108W	NA	Bad	chrII	8176	8482	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YBL109W	NA	Bad	chrII	5789	6125	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YBL111C	NA	Bad	chrII	2906	5009	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YBL112C	NA	Bad	chrII	2581	2899	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL113C	NA	Bad	chrII	279	2658	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBL113W-A	NA	Bad	chrII	645	1128	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBR001C	1630	Low	chrII	238940	241283	-	1	NA	NA	bad_match	1834	0.1560746	Low	2190	0.1638195	Low	1630	0.4787274	Low
YBR002C	603	Low	chrII	241707	242568	-	1	NA	NA	bad_match	603	0.9490391	Low	319	0.3027851	Low	151	0.1341479	Low
YBR003W	262	Low	chrII	242808	244230	+	1	NA	NA	bad_match	151	0	Low	262	0.4775569	Low	1157	0.2356857	Low
YBR004C	483	Low	chrII	244365	245667	-	1	NA	NA	bad_match	721	0.8690307	Low	819	0.4020891	Low	483	0.8970316	Low
YBR005W	NA	Bad	chrII	245905	246547	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR006W	1160	Low	chrII	247009	248503	+	1	NA	NA	bad_match	192	0.8507736	Low	1160	0.9730047	Low	243	0.1515173	Low
YBR007C	1870	Low	chrII	248805	251016	-	1	NA	NA	bad_match	1884	0.5150961	Low	1887	1.463546	Low	1870	1.464601	Low
YBR008C	475	Low	chrII	252562	254209	-	1	NA	NA	bad_match	417	0.6431641	Low	475	1.339562	Low	666	0.3995129	Low
YBR009C	NA	Bad	chrII	255372	255684	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR010W	NA	Bad	chrII	256330	256741	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR011C	NA	Bad	chrII	257111	257975	-	1	NA	NA	bad_match	NA	NA	bad_match	NA	NA	bad_match	NA	NA	bad_match
YBR012C	NA	Bad	chrII	259146	259566	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR012W-A	NA	Bad	chrII	259868	261191	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBR012W-B	NA	Bad	chrII	259868	265140	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBR013C	NA	Bad	chrII	265491	265881	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR014C	NA	Bad	chrII	266724	267336	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR015C	151	Low	chrII	267709	269503	-	1	NA	NA	bad_match	151	0.7443311	Low	151	0.2488433	Low	834	0.4179549	Low
YBR016W	NA	Bad	chrII	270246	270633	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR017C	173	Low	chrII	270946	273703	-	1	NA	NA	bad_match	2600	0.1621753	Low	173	0.1828323	Low	214	0.1673539	Low
YBR018C	NA	Bad	chrII	274426	275527	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YBR019C	NA	Bad	chrII	276252	278352	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YBR020W	584	Low	chrII	279020	280607	+	1	769	0.1811164	Low	584	0.8661624	Low	218	0.08146621	Low	590	0.3035426	Low
YBR021W	1198	Low	chrII	281442	283344	+	1	1279	0.05318537	Low	717	0.4531979	Low	1198	0.6112355	Low	1490	0.4540796	Low
YBR022W	NA	Bad	chrII	283737	284271	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR023C	2495	Medium	chrII	284427	287925	-	1	NA	NA	bad_match	2588	1.716997	Low	2495	2.474235	Medium	2132	0.8403877	Low
YBR024W	719	Low	chrII	289444	290350	+	1	NA	NA	bad_match	151	0.08717646	Low	719	0.1090824	Low	151	0	Low
YBR025C	361	Low	chrII	290680	291865	-	1	NA	NA	bad_match	361	0.5828577	Low	1032	0.01755388	Low	580	0.4530012	Low
YBR026C	488	Low	chrII	292876	294019	-	1	NA	NA	bad_match	151	0	Low	488	0.9008273	Low	691	0.6095896	Low
YBR027C	NA	Bad	chrII	294023	294356	-	1	NA	NA	reads<=5 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR028C	1294	Low	chrII	294424	296002	-	1	NA	NA	bad_match	1195	0.04633788	Low	1294	0.1542033	Low	999	0.02252281	Low
YBR029C	779	Low	chrII	296368	297742	-	1	NA	NA	bad_match	404	1.14045	Low	158	0.08957356	Low	779	1.150854	Low
YBR030W	1372	Low	chrII	298291	299950	+	1	1244	0.3662714	Low	1288	0.2293126	Low	1372	0.9675547	Low	1064	0.28051	Low
YBR031W	790	Low	chrII	300165	301254	+	1	NA	NA	bad_match	790	1.005287	Low	789	0.3344022	Low	392	0.2189123	Low
YBR032W	NA	Bad	chrII	301518	301821	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YBR033W	1810	Low	chrII	301943	304703	+	1	NA	NA	reads<=5 	1947	1.077237	Low	1936	0.9598872	Low	1810	1.133416	Low
YBR034C	318	Low	chrII	304929	305976	-	1	NA	NA	bad_match	151	0	Low	743	0.2168692	Low	318	0.568407	Low
YBR035C	NA	Bad	chrII	306268	306955	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR036C	280	Low	chrII	309080	310313	-	1	NA	NA	bad_match	151	0	Low	280	0.03570088	Low	583	0.01391127	Low
YBR037C	164	Low	chrII	310564	311452	-	1	NA	NA	bad_match	164	0.2824633	Low	724	0.2486713	Low	206	0.1294606	Low
YBR038W	1238	Low	chrII	311897	314789	+	1	NA	NA	bad_match	1198	0.8119728	Low	1238	0.9590821	Low	1008	0.4740795	Low
YBR039W	171	Low	chrII	315574	316510	+	1	NA	NA	bad_match	274	0.7801209	Low	171	0.8320221	Low	738	0.6829808	Low
YBR040W	323	Bad	chrII	316967	317864	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	323	0.1941274	Low	348	0.02172747	Low
YBR041W	1138	High	chrII	318265	320275	+	1	NA	NA	bad_match	1084	2.883883	Medium	1167	4.375947	High	1138	9.417085	High
YBR042C	382	Medium	chrII	320415	321609	-	1	NA	NA	bad_match	349	0.8220928	Low	382	2.300663	Medium	557	1.243424	Low
YBR043C	341	Bad	chrII	321875	323945	-	1	NA	NA	bad_match	NA	NA	bad_match	341	0.2859902	Low	1226	0.1496416	Low
YBR044C	1352	Low	chrII	324340	326059	-	1	NA	NA	bad_match	1391	0.1549336	Low	1352	0.349538	Low	1429	0.08382462	Low
YBR045C	1636	Low	chrII	328172	330092	-	1	NA	NA	reads<=5 	1636	0.6652677	Low	464	0.1713593	Low	479	0.313497	Low
YBR046C	293	Low	chrII	330506	331511	-	1	NA	NA	bad_match	151	0	Low	293	0.1151524	Low	151	0	Low
YBR047W	NA	Bad	chrII	331832	332360	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR048W	NA	Bad	chrII	332830	333812	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YBR049C	630	Low	chrII	334385	336818	-	1	NA	NA	bad_match	165	0.1082298	Low	392	0.01842778	Low	630	1.15307	Low
YBR050C	NA	Bad	chrII	337182	338199	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBR051W	NA	Bad	chrII	337987	338338	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBR052C	NA	Bad	chrII	338719	339352	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR053C	151	Low	chrII	339674	340751	-	1	NA	NA	bad_match	151	0.4668139	Low	392	0.01920727	Low	151	0.1235971	Low
YBR054W	721	Low	chrII	343100	344135	+	1	NA	NA	bad_match	151	0	Low	329	0.0003494632	Low	721	0.09835639	Low
YBR055C	620	Low	chrII	344601	347301	-	1	NA	NA	bad_match	661	0.5849713	Low	838	0.4313867	Low	620	1.018799	Low
YBR056C-B	NA	Bad	chrII	351292	351451	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBR056W	549	Low	chrII	347878	349384	+	1	NA	NA	bad_match	1041	0.02808652	Low	549	0.4474477	Low	151	0.04763663	Low
YBR056W-A	NA	Bad	chrII	351254	351455	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBR057C	827	Low	chrII	352192	353293	-	1	NA	NA	bad_match	151	0	Low	827	1.308325	Low	952	0.03426759	Low
YBR058C	2059	Medium	chrII	353671	356017	-	1	NA	NA	bad_match	1446	0.845403	Low	2076	1.751757	Low	2059	2.341593	Medium
YBR058C-A	NA	Bad	chrII	356323	356566	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR059C	404	Low	chrII	356860	360187	-	1	NA	NA	bad_match	404	0.4952979	Low	881	0.3735727	Low	587	0.2909411	Low
YBR060C	1123	Low	chrII	360651	362514	-	1	NA	NA	bad_match	475	0.9144129	Low	716	1.175475	Low	1123	1.988091	Low
YBR061C	151	Low	chrII	364786	365719	-	1	NA	NA	bad_match	151	0	Low	151	0.2782655	Low	539	0.006885652	Low
YBR062C	NA	Bad	chrII	365975	366600	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YBR063C	NA	Bad	chrII	366969	368184	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBR064W	NA	Bad	chrII	367762	368191	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBR065C	151	Low	chrII	368583	369678	-	1	NA	NA	bad_match	221	0.009993114	Low	151	0.4065954	Low	340	0.04190325	Low
YBR066C	NA	Bad	chrII	370036	370699	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR067C	NA	Bad	chrII	372102	372735	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR068C	1651	Low	chrII	373860	375690	-	1	NA	NA	bad_match	1651	0.03543982	Low	295	0.002669297	Low	151	0	Low
YBR069C	947	Low	chrII	376573	378433	-	1	NA	NA	bad_match	947	0.3859607	Low	1666	0.1751207	Low	565	0.0415214	Low
YBR070C	419	Low	chrII	379220	379934	-	1	NA	NA	bad_match	419	0.7514284	Low	200	0.6140999	Low	151	0.2322569	Low
YBR071W	NA	Bad	chrII	380410	381046	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR072C-A	NA	Bad	chrII	382859	383021	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YBR072W	NA	Bad	chrII	382029	382674	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR073W	1206	Medium	chrII	383111	385988	+	1	NA	NA	bad_match	1380	1.829842	Low	1576	1.849084	Low	1206	2.12611	Medium
YBR074W	959	Medium	chrII	386285	389216	+	1	NA	NA	bad_match	1497	1.864401	Low	252	0.6700644	Low	959	3.06917	Medium
YBR076C-A	NA	Bad	chrII	391350	391617	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR076W	NA	Bad	chrII	390226	391291	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YBR077C	NA	Bad	chrII	391804	392293	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR078W	NA	Bad	chrII	393122	394742	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YBR079C	2460	Low	chrII	395382	398277	-	1	NA	NA	bad_match	2460	0.6132514	Low	1658	0.4963493	Low	1375	0.5713284	Low
YBR080C	816	Low	chrII	398613	400890	-	1	NA	NA	bad_match	1232	0.02957317	Low	816	0.5058812	Low	1497	0.2632301	Low
YBR081C	2883	Bad	chrII	401252	405251	-	1	NA	NA	bad_match	2251	6.956155	High	2883	7.849095	High	NA	NA	bad_match
YBR082C	NA	Bad	chrII	406627	407169	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YBR083W	192	Bad	chrII	409168	410629	+	1	NA	NA	bad_match	NA	NA	bad_match	1267	0.2010895	Low	192	0.2329165	Low
YBR084C-A	NA	Bad	chrII	414185	415261	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YBR084W	1679	Medium	chrII	411053	413981	+	1	NA	NA	bad_match	1282	2.250425	Medium	1679	3.994822	Medium	1576	3.197685	Medium
YBR085C-A	NA	Bad	chrII	418906	419164	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR085W	401	Bad	chrII	415982	416906	+	1	238	0.1827771	Low	401	0.4188351	Low	536	0.03624177	Low	NA	NA	reads<=5 
YBR086C	539	Low	chrII	420200	423041	-	1	NA	NA	bad_match	539	0.9538905	Low	644	0.1247412	Low	1973	0.3741952	Low
YBR087W	755	Low	chrII	423764	424829	+	1	NA	NA	bad_match	310	0.1257633	Low	755	0.3612146	Low	748	0.3057625	Low
YBR088C	NA	Bad	chrII	424989	425766	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBR089C-A	NA	Bad	chrII	426189	426489	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBR089W	NA	Bad	chrII	425182	425782	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBR090C	NA	Bad	chrII	426332	427058	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YBR091C	NA	Bad	chrII	427154	427484	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YBR092C	719	Low	chrII	427697	429101	-	1	NA	NA	bad_match	719	0.229175	Low	887	0.07486042	Low	151	0	Low
YBR093C	NA	Bad	chrII	429547	430951	-	1	NA	NA	Singular	NA	NA	Singular	NA	NA	Singular	NA	NA	Singular
YBR094W	1214	Low	chrII	432035	434297	+	1	NA	NA	bad_match	1214	0.7928993	Low	755	0.4357063	Low	1410	0.3475227	Low
YBR095C	208	Low	chrII	434405	435698	-	1	NA	NA	bad_match	208	0.3819867	Low	151	0.1375518	Low	932	0.06478855	Low
